"","county","0","20","40","60","80","100"
"210","Montana_McCone",NA,NA,NA,NA,NA,NA
"211","Montana_Meagher",1.462575e+05,1.538193e+05,1.576069e+05,3.594202e+05,6.823248e+05,7.899139e+05
"212","Montana_Mineral",7.841798e+05,8.247229e+05,8.450294e+05,9.940589e+05,1.319692e+06,1.620652e+06
"213","Montana_Missoula",7.707627e+05,8.106122e+05,8.305706e+05,8.433156e+05,8.983430e+05,1.050094e+06
"214","Montana_Musselshell",NA,NA,NA,NA,NA,NA
"215","Montana_Park",1.586766e+05,1.669207e+05,1.709891e+05,4.803114e+05,8.553442e+05,1.061259e+06
"216","Montana_Petroleum",NA,NA,NA,NA,NA,NA
"217","Montana_Phillips",NA,NA,NA,NA,NA,NA
"218","Montana_Pondera",3.071518e+04,3.230319e+04,3.278845e+04,6.070783e+04,1.101577e+05,1.525926e+05
"219","Montana_Powder River",5.699497e+04,5.959431e+04,6.088335e+04,4.827525e+05,6.819881e+05,8.520730e+05
"220","Montana_Powell",4.988723e+05,5.246649e+05,5.375829e+05,8.806266e+05,1.487416e+06,1.760774e+06
"221","Montana_Prairie",NA,NA,NA,NA,NA,NA
"222","Montana_Ravalli",3.951947e+05,4.156268e+05,4.258610e+05,9.467066e+05,1.497119e+06,1.899282e+06
"223","Montana_Richland",NA,NA,NA,NA,NA,NA
"224","Montana_Roosevelt",NA,NA,NA,NA,NA,NA
"225","Montana_Rosebud",1.607834e+04,1.681162e+04,1.717520e+04,7.936110e+04,1.019726e+05,1.250784e+05
"226","Montana_Sanders",1.781924e+06,1.874053e+06,1.920195e+06,2.097366e+06,2.535207e+06,3.351808e+06
"227","Montana_Sheridan",NA,NA,NA,NA,NA,NA
"228","Montana_Silver Bow",6.897057e+04,7.325982e+04,7.488727e+04,1.437322e+05,1.721037e+05,7.094919e+06
"229","Montana_Stillwater",3.115873e+04,3.276972e+04,3.357629e+04,9.882311e+04,1.819833e+05,2.165754e+05
"230","Montana_Sweet Grass",5.389018e+04,5.667639e+04,5.807239e+04,2.393283e+05,3.781868e+05,4.728778e+05
"231","Montana_Teton",6.763994e+04,7.113697e+04,7.288855e+04,1.237973e+05,1.983972e+05,2.661769e+05
"232","Montana_Toole",NA,NA,NA,NA,NA,NA
"233","Montana_Treasure",NA,NA,NA,NA,NA,NA
